block_id,model_category,shape_family,support_class,shape_description,geometry_details,average_color_hex,average_color_r,average_color_g,average_color_b,average_alpha_coverage,face_color_summary,different_faces,tint_policy,material_tags,model_count,blockstate_model_ref_count,rotated_by_blockstate,model_sources,parent_models,texture_sources,confidence,notes
minecraft:spruce_planks,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#745632,116,86,50,1.000,down=#745632;up=#745632;north=#745632;south=#745632;west=#745632;east=#745632,,none,wood,1,1,no,minecraft:block/spruce_planks,block;cube;cube_all,minecraft:block/spruce_planks,medium,
minecraft:spruce_pressure_plate,irregular_dependent,irregular_model,dependent_on_support_or_counterpart,"Irregular non-cube geometry that is expected to depend on a support block, substrate, or paired state.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Pressure plate geometry is a low rectangular floor plate occupying most of the x/z footprint. powered=false is slightly raised; powered=true lowers it closer to the supporting block.",#735531,115,85,49,1.000,,,none,,2,2,no,minecraft:block/spruce_pressure_plate;minecraft:block/spruce_pressure_plate_down,block;pressure_plate_down;pressure_plate_up;thin_block,minecraft:block/spruce_planks,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:spruce_sapling,irregular_dependent,cross_planes,dependent_on_support_or_counterpart,"Irregular crossed flat planes with transparent cutout texture, typically plant-like and support/substrate dependent.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Cross-plane geometry: two near-zero-thickness quads cross diagonally through the block center, usually spanning most of y=0..1. The visible silhouette comes from transparent texture pixels, not from cuboid volume; placement normally depends on ground or substrate support.",#2F4129,47,65,41,1.000,,,none,,1,1,no,minecraft:block/spruce_sapling,cross,minecraft:block/spruce_sapling,medium,
minecraft:spruce_shelf,irregular_self_supporting,irregular_model,self_supporting_geometry,Irregular non-cube geometry that can be used as a standalone placed form.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Irregular model geometry resolved from block models. Representative normalized cuboids/planes: minecraft:block/spruce_shelf -> 3 elements: [0,0,0.8125]-[1,1,1] + [0,0,0.6875]-[1,0.25,0.8125] + [0,0.75,0.6875]-[1,1,0.8125] | minecraft:block/spruce_shelf_unpowered -> 1 element: [0,0.25,0.8125]-[1,0.75,0.8125]. Orientation or count states rotate, swap, or combine these cuboids without making the block a full cube.",#68532F,104,83,47,1.000,,,none,,6,24,yes,minecraft:block/spruce_shelf;minecraft:block/spruce_shelf_center;minecraft:block/spruce_shelf_left;minecraft:block/spruce_shelf_right;minecraft:block/spruce_shelf_unconnected;minecraft:block/spruce_shelf_unpowered,block;template_shelf_body;template_shelf_center;template_shelf_left;template_shelf_right;template_shelf_unconnected;template_shelf_unpowered,minecraft:block/spruce_shelf,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:spruce_sign,entity_block,entity_renderer,entity_or_block_entity_renderer,Special renderer/entity-style block; normal model geometry is not authoritative.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. This block is rendered by an entity, block entity, or special renderer rather than by a normal solid block model. Treat its world geometry as renderer-defined; this CSV intentionally does not infer a precise color or cuboid mesh from the block model.",,,,,,,,none,,1,1,no,minecraft:block/spruce_sign,,,high,Average color intentionally omitted because this is handled by entity/block-entity rendering.
minecraft:spruce_slab,slab,slab,self_supporting_geometry,Half-height or full-height rectangular prism selected by slab type.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. type=bottom occupies [0,0,0]-[1,0.5,1]. type=top occupies [0,0.5,0]-[1,1,1]. type=double is a full cube [0,0,0]-[1,1,1]. Single-slab states are exactly half-height rectangular prisms.",#745632,116,86,50,1.000,,,none,architectural_shape,3,3,no,minecraft:block/spruce_planks;minecraft:block/spruce_slab;minecraft:block/spruce_slab_top,block;cube;cube_all;slab;slab_top,minecraft:block/spruce_planks,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:spruce_stairs,stairs,stairs,self_supporting_geometry,"Step-shaped block: half-block base plus one or more quarter/half prisms; straight, inner-corner, and outer-corner variants.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Stairs are a full 1x1x1 cube with step-shaped upper/lower half removed. For half=bottom, shape=straight occupies a full bottom half [0,0,0]-[1,0.5,1] plus one upper half-prism [0.5,0.5,0]-[1,1,1] in the canonical east-facing model, so the side profile is an L and the missing volume is a 0.5x0.5x1 prism; facing rotates that prism to north/east/south/west. half=top mirrors the geometry vertically, putting the full half at y=0.5..1 and the step/void in y=0..0.5. shape=inner_left/inner_right occupies the full lower (or upper, for half=top) half plus an L-shaped pair of 0.5x0.5x1 and 0.5x0.5x0.5 upper/lower prisms, leaving exactly one 0.5x0.5x0.5 corner void; left/right chooses the corner after the facing rotation. shape=outer_left/outer_right occupies the full half plus only one 0.5x0.5x0.5 corner prism in the opposite half, leaving the other three corner quarters empty; left/right chooses the retained corner after facing rotation.",#745631,116,86,49,1.000,,,none,architectural_shape,3,40,yes,minecraft:block/spruce_stairs;minecraft:block/spruce_stairs_inner;minecraft:block/spruce_stairs_outer,block;inner_stairs;outer_stairs;stairs,minecraft:block/spruce_planks,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:spruce_trapdoor,irregular_dependent,hinged_panel,dependent_on_support_or_counterpart,"Irregular thin hinged panel; open/closed, half, hinge, or facing changes by state.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Trapdoor geometry is a thin 1x1 panel about 0.1875 blocks thick. half=bottom places the closed panel at y=0..0.1875; half=top places it at y=0.8125..1. open=true rotates the same panel upright against the side chosen by facing.",#6A5031,106,80,49,1.000,,,none,,3,16,yes,minecraft:block/spruce_trapdoor_bottom;minecraft:block/spruce_trapdoor_open;minecraft:block/spruce_trapdoor_top,block;template_orientable_trapdoor_bottom;template_orientable_trapdoor_open;template_orientable_trapdoor_top;thin_block,minecraft:block/spruce_trapdoor,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:spruce_wall_hanging_sign,entity_block,entity_renderer,entity_or_block_entity_renderer,Special renderer/entity-style block; normal model geometry is not authoritative.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. This block is rendered by an entity, block entity, or special renderer rather than by a normal solid block model. Treat its world geometry as renderer-defined; this CSV intentionally does not infer a precise color or cuboid mesh from the block model.",,,,,,,,none,,1,1,no,minecraft:block/spruce_hanging_sign,,,high,Average color intentionally omitted because this is handled by entity/block-entity rendering.
minecraft:spruce_wall_sign,entity_block,entity_renderer,entity_or_block_entity_renderer,Special renderer/entity-style block; normal model geometry is not authoritative.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. This block is rendered by an entity, block entity, or special renderer rather than by a normal solid block model. Treat its world geometry as renderer-defined; this CSV intentionally does not infer a precise color or cuboid mesh from the block model.",,,,,,,,none,,1,1,no,minecraft:block/spruce_sign,,,high,Average color intentionally omitted because this is handled by entity/block-entity rendering.
minecraft:spruce_wood,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#3C2712,60,39,18,1.000,down=#3C2712;up=#3C2712;north=#3C2712;south=#3C2712;west=#3C2712;east=#3C2712,,none,wood;dark,1,3,yes,minecraft:block/spruce_wood,block;cube;cube_column,minecraft:block/spruce_log,medium,
minecraft:sticky_piston,irregular_self_supporting,irregular_model,self_supporting_geometry,Irregular non-cube geometry that can be used as a standalone placed form.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Irregular model geometry resolved from block models. Representative normalized cuboids/planes: minecraft:block/sticky_piston -> 1 element: [0,0,0]-[1,1,1] | minecraft:block/piston_base -> 1 element: [0,0,0.25]-[1,1,1]. Orientation or count states rotate, swap, or combine these cuboids without making the block a full cube.",#6E6E66,110,110,102,1.000,,,none,neutral,2,12,yes,minecraft:block/piston_base;minecraft:block/sticky_piston,piston_extended;template_piston,minecraft:block/piston_bottom;minecraft:block/piston_inner;minecraft:block/piston_side;minecraft:block/piston_top_sticky,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:stone,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#7E7E7E,126,126,126,1.000,down=#7E7E7E;up=#7E7E7E;north=#7E7E7E;south=#7E7E7E;west=#7E7E7E;east=#7E7E7E,,none,stone;neutral,2,4,yes,minecraft:block/stone;minecraft:block/stone_mirrored,block;cube;cube_all;cube_mirrored;cube_mirrored_all,minecraft:block/stone,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:stone_brick_slab,slab,slab,self_supporting_geometry,Half-height or full-height rectangular prism selected by slab type.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. type=bottom occupies [0,0,0]-[1,0.5,1]. type=top occupies [0,0.5,0]-[1,1,1]. type=double is a full cube [0,0,0]-[1,1,1]. Single-slab states are exactly half-height rectangular prisms.",#7C7B7C,124,123,124,1.000,,,none,stone;brick;architectural_shape;neutral,3,3,no,minecraft:block/stone_brick_slab;minecraft:block/stone_brick_slab_top;minecraft:block/stone_bricks,block;cube;cube_all;slab;slab_top,minecraft:block/stone_bricks,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:stone_brick_stairs,stairs,stairs,self_supporting_geometry,"Step-shaped block: half-block base plus one or more quarter/half prisms; straight, inner-corner, and outer-corner variants.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Stairs are a full 1x1x1 cube with step-shaped upper/lower half removed. For half=bottom, shape=straight occupies a full bottom half [0,0,0]-[1,0.5,1] plus one upper half-prism [0.5,0.5,0]-[1,1,1] in the canonical east-facing model, so the side profile is an L and the missing volume is a 0.5x0.5x1 prism; facing rotates that prism to north/east/south/west. half=top mirrors the geometry vertically, putting the full half at y=0.5..1 and the step/void in y=0..0.5. shape=inner_left/inner_right occupies the full lower (or upper, for half=top) half plus an L-shaped pair of 0.5x0.5x1 and 0.5x0.5x0.5 upper/lower prisms, leaving exactly one 0.5x0.5x0.5 corner void; left/right chooses the corner after the facing rotation. shape=outer_left/outer_right occupies the full half plus only one 0.5x0.5x0.5 corner prism in the opposite half, leaving the other three corner quarters empty; left/right chooses the retained corner after facing rotation.",#7C7B7C,124,123,124,1.000,,,none,stone;brick;architectural_shape;neutral,3,40,yes,minecraft:block/stone_brick_stairs;minecraft:block/stone_brick_stairs_inner;minecraft:block/stone_brick_stairs_outer,block;inner_stairs;outer_stairs;stairs,minecraft:block/stone_bricks,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:stone_brick_wall,coarse_wall,masonry_wall,self_supporting_geometry,Thick multipart wall: optional center post plus low/tall side arms.,"Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Thick wall states are multipart masonry geometry. up=true adds a center post [0.25,0,0.25]-[0.75,1,0.75]. For each of north/east/south/west: value=none adds no arm; value=low adds a thick arm from the post to that face, approximately 0.375 wide, 0.5 long, and 0.875 high; value=tall uses the same footprint but rises to full height y=1. Direction values rotate the canonical north arm [0.3125,0,0]-[0.6875,0.875 or 1,0.5].",#7C7B7C,124,123,124,1.000,,,none,stone;brick;architectural_shape;neutral,3,9,yes,minecraft:block/stone_brick_wall_post;minecraft:block/stone_brick_wall_side;minecraft:block/stone_brick_wall_side_tall,template_wall_post;template_wall_side;template_wall_side_tall,minecraft:block/stone_bricks,medium,Average color is computed across the visible model variants referenced by this block.
minecraft:stone_bricks,full_cube_same_faces,full_cube,self_supporting_geometry,"Full cube [0,0,0]-[1,1,1] with same visual treatment on all six exterior faces.","Coordinates are normalized block-local [x,y,z] in 0..1, with y vertical. Occupies the entire voxel [0,0,0]-[1,1,1]. All six exterior faces are present; color differences, if any, are texture/face differences rather than geometry differences.",#7C7B7C,124,123,124,1.000,down=#7C7B7C;up=#7C7B7C;north=#7C7B7C;south=#7C7B7C;west=#7C7B7C;east=#7C7B7C,,none,stone;brick;neutral,1,1,no,minecraft:block/stone_bricks,block;cube;cube_all,minecraft:block/stone_bricks,medium,
